Name,AccountNumber,FirstName,LastName,Email address,LoyaltyMember,LoyaltyPoints
Lorelei Mceachin,411941873,Lorelei,Mceachin,Lorelei.Mceachin@itza.com,Y,10
Alfreda Milligan,957701370,Alfreda,Milligan,Alfreda.Milligan@itza.com,,
Teressa Isham,342496705,Teressa,Isham,Teressa.Isham@itza.com,,
Dorothea Vandehey,132364034,Dorothea,Vandehey,Dorothea.Vandehey@itza.com,Y,1
Jeremy Schoenrock,435045612,Jeremy,Schoenrock,Jeremy.Schoenrock@itza.com,,
Luis Cude,978706797,Luis,Cude,Luis.Cude@itza.com,Y,6
Scarlett Orsini,180992917,Scarlett,Orsini,Scarlett.Orsini@itza.com,,
Nathanial Kawasaki,836997308,Nathanial,Kawasaki,Nathanial.Kawasaki@itza.com,,
Keri Maynez,843609278,Keri,Maynez,Keri.Maynez@itza.com,Y,2
Luigi Whigham,710948560,Luigi,Whigham,Luigi.Whigham@itza.com,,
Viviana Malley,804469421,Viviana,Malley,Viviana.Malley@itza.com,,
Williams Klos,516157290,Williams,Klos,Williams.Klos@itza.com,,
Clair Ahlquist,778012838,Clair,Ahlquist,Clair.Ahlquist@itza.com,,
Norma Wieck,298200599,Norma,Wieck,Norma.Wieck@itza.com,,
Myung Kina,813574770,Myung,Kina,Myung.Kina@itza.com,,
Katia Student,195076081,Katia,Student,Katia.Student@itza.com,,
India Atchley,825937675,India,Atchley,India.Atchley@itza.com,Y,1
Pat Gard,813391172,Pat,Gard,Pat.Gard@itza.com,,
Barton Fulp,392323221,Barton,Fulp,Barton.Fulp@itza.com,,
Vicenta People,683661735,Vicenta,People,Vicenta.People@itza.com,,
Katharine Yeaman,824743252,Katharine,Yeaman,Katharine.Yeaman@itza.com,,
Rina Bryden,188986396,Rina,Bryden,Rina.Bryden@itza.com,,
Federico Bieniek,192025857,Federico,Bieniek,Federico.Bieniek@itza.com,Y,6
Hobert Grosz,975309767,Hobert,Grosz,Hobert.Grosz@itza.com,,
Eliz Luedke,917196980,Eliz,Luedke,Eliz.Luedke@itza.com,,
Vito Hetzler,523253773,Vito,Hetzler,Vito.Hetzler@itza.com,,
Susanne Gast,227032384,Susanne,Gast,Susanne.Gast@itza.com,,
Dionna Franceschini,179030942,Dionna,Franceschini,Dionna.Franceschini@itza.com,Y,4
Mckenzie Kaye,204269268,Mckenzie,Kaye,Mckenzie.Kaye@itza.com,,
Alia Whitham,967947700,Alia,Whitham,Alia.Whitham@itza.com,,
Angel Ferrier,532003655,Angel,Ferrier,Angel.Ferrier@itza.com,,
Gerard Scala,974163784,Gerard,Scala,Gerard.Scala@itza.com,,
Pauline Lecompte,876254506,Pauline,Lecompte,Pauline.Lecompte@itza.com,,
Eusebio Landrum,325785126,Eusebio,Landrum,Eusebio.Landrum@itza.com,,
Augustina Flippen,762733289,Augustina,Flippen,Augustina.Flippen@itza.com,,
Allegra Maki,248093995,Allegra,Maki,Allegra.Maki@itza.com,,
Wanetta Naquin,111924344,Wanetta,Naquin,Wanetta.Naquin@itza.com,,
Deanna Sample,435004680,Deanna,Sample,Deanna.Sample@itza.com,,
Kayleigh Hollier,918964397,Kayleigh,Hollier,Kayleigh.Hollier@itza.com,,
Michal Dolson,128226054,Michal,Dolson,Michal.Dolson@itza.com,,
Milton Mcmillin,600848276,Milton,Mcmillin,Milton.Mcmillin@itza.com,,
Kristofer Hymas,342483950,Kristofer,Hymas,Kristofer.Hymas@itza.com,,
Misty Vasbinder,483908269,Misty,Vasbinder,Misty.Vasbinder@itza.com,,
Lorraine Dimery,171572987,Lorraine,Dimery,Lorraine.Dimery@itza.com,Y,5
Ruth Berthold,740279138,Ruth,Berthold,Ruth.Berthold@itza.com,,
Giselle Wickstrom,195790527,Giselle,Wickstrom,Giselle.Wickstrom@itza.com,,
Ayesha Ennals,278535227,Ayesha,Ennals,Ayesha.Ennals@itza.com,,
Melany Marc,206905132,Melany,Marc,Melany.Marc@itza.com,Y,6
Cierra Sill,385886567,Cierra,Sill,Cierra.Sill@itza.com,,
Ilona Bartolomeo,411833882,Ilona,Bartolomeo,Ilona.Bartolomeo@itza.com,,
Tyra Milazzo,554342898,Tyra,Milazzo,Tyra.Milazzo@itza.com,Y,8
Celestine Testerman,636629282,Celestine,Testerman,Celestine.Testerman@itza.com,,
Noe Ebbert,793597198,Noe,Ebbert,Noe.Ebbert@itza.com,,
Leesa Hummell,586061373,Leesa,Hummell,Leesa.Hummell@itza.com,Y,4
Brenda Barela,799943882,Brenda,Barela,Brenda.Barela@itza.com,,
Hyon Sousa,495275669,Hyon,Sousa,Hyon.Sousa@itza.com,,
Frankie Huckstep,484297707,Frankie,Huckstep,Frankie.Huckstep@itza.com,,
Nelia Twiggs,545498128,Nelia,Twiggs,Nelia.Twiggs@itza.com,,
Krystyna Jaggers,201631339,Krystyna,Jaggers,Krystyna.Jaggers@itza.com,,
Mayra Puma,198398495,Mayra,Puma,Mayra.Puma@itza.com,,
Belkis Durso,533481634,Belkis,Durso,Belkis.Durso@itza.com,,
Melina Wittenberg,356182987,Melina,Wittenberg,Melina.Wittenberg@itza.com,,
Ngoc Mair,683592107,Ngoc,Mair,Ngoc.Mair@itza.com,,
Gertie Respass,552925732,Gertie,Respass,Gertie.Respass@itza.com,,
Jacki Plotkin,503412320,Jacki,Plotkin,Jacki.Plotkin@itza.com,,
Todd Cambell,331092546,Todd,Cambell,Todd.Cambell@itza.com,Y,6
Nicole Estridge,213443244,Nicole,Estridge,Nicole.Estridge@itza.com,,
Simona Burlison,340115071,Simona,Burlison,Simona.Burlison@itza.com,Y,5
Justin Johnsrud,529764891,Justin,Johnsrud,Justin.Johnsrud@itza.com,,
Lurline Gledhill,503422991,Lurline,Gledhill,Lurline.Gledhill@itza.com,,
Eldridge Dittrich,443466771,Eldridge,Dittrich,Eldridge.Dittrich@itza.com,Y,9
Danuta Kite,765466941,Danuta,Kite,Danuta.Kite@itza.com,,
Glayds Mizrahi,409967561,Glayds,Mizrahi,Glayds.Mizrahi@itza.com,,
Francoise Schwanke,672571431,Francoise,Schwanke,Francoise.Schwanke@itza.com,,
Heike Mauzy,964136136,Heike,Mauzy,Heike.Mauzy@itza.com,,
Elsa Lanigan,948592918,Elsa,Lanigan,Elsa.Lanigan@itza.com,,
Naomi Caines,123122071,Naomi,Caines,Naomi.Caines@itza.com,,
Sheena Kyle,375078437,Sheena,Kyle,Sheena.Kyle@itza.com,,
Booker Czapla,544123084,Booker,Czapla,Booker.Czapla@itza.com,,
Martina Redmon,538135323,Martina,Redmon,Martina.Redmon@itza.com,,
Danna Holtsclaw,796005582,Danna,Holtsclaw,Danna.Holtsclaw@itza.com,,
Graciela Berkowitz,612717926,Graciela,Berkowitz,Graciela.Berkowitz@itza.com,,
Maura Coil,743169027,Maura,Coil,Maura.Coil@itza.com,,
Cathy Decker,737875235,Cathy,Decker,Cathy.Decker@itza.com,Y,6
Mercedez Ditch,780881094,Mercedez,Ditch,Mercedez.Ditch@itza.com,,
Hermila Olmos,773202304,Hermila,Olmos,Hermila.Olmos@itza.com,,
Miguelina Smiley,480134173,Miguelina,Smiley,Miguelina.Smiley@itza.com,Y,0
Lynell Luter,436580821,Lynell,Luter,Lynell.Luter@itza.com,,
Markus Saavedra,419759177,Markus,Saavedra,Markus.Saavedra@itza.com,,
Tonya Webre,316066448,Tonya,Webre,Tonya.Webre@itza.com,,
Clint Halvorson,315157853,Clint,Halvorson,Clint.Halvorson@itza.com,,
Idella Bochenek,794525092,Idella,Bochenek,Idella.Bochenek@itza.com,,
Lydia Hisey,952299630,Lydia,Hisey,Lydia.Hisey@itza.com,,
Brandy Magnani,783975865,Brandy,Magnani,Brandy.Magnani@itza.com,,
Calvin Griffiths,119053481,Calvin,Griffiths,Calvin.Griffiths@itza.com,,
Forrest Poitras,176130153,Forrest,Poitras,Forrest.Poitras@itza.com,Y,1
Sam Gargiulo,586020902,Sam,Gargiulo,Sam.Gargiulo@itza.com,,
Randa Potts,979649328,Randa,Potts,Randa.Potts@itza.com,,
Catrice Hamernik,750488787,Catrice,Hamernik,Catrice.Hamernik@itza.com,,
Gertude Colley,194437310,Gertude,Colley,Gertude.Colley@itza.com,,
Daine Sick,277058954,Daine,Sick,Daine.Sick@itza.com,,
Virgie Jules,769964184,Virgie,Jules,Virgie.Jules@itza.com,,
Alberto Homan,722648435,Alberto,Homan,Alberto.Homan@itza.com,,
Cira Matarazzo,306045288,Cira,Matarazzo,Cira.Matarazzo@itza.com,,
Kenny Murrin,599910268,Kenny,Murrin,Kenny.Murrin@itza.com,,
Ka Blanck,459204402,Ka,Blanck,Ka.Blanck@itza.com,,
Parthenia Weinert,320771327,Parthenia,Weinert,Parthenia.Weinert@itza.com,,
Minnie Taub,789845218,Minnie,Taub,Minnie.Taub@itza.com,,
Stefany Monterrosa,772166113,Stefany,Monterrosa,Stefany.Monterrosa@itza.com,,
Debra Sholar,734901952,Debra,Sholar,Debra.Sholar@itza.com,,
Teresia Knebel,113292224,Teresia,Knebel,Teresia.Knebel@itza.com,,
Florene Furrow,510388192,Florene,Furrow,Florene.Furrow@itza.com,,
Arcelia Dildy,374634433,Arcelia,Dildy,Arcelia.Dildy@itza.com,,
Kaci Williamson,442768104,Kaci,Williamson,Kaci.Williamson@itza.com,,
Mazie Hunte,117811970,Mazie,Hunte,Mazie.Hunte@itza.com,,
Vickey Berube,488332641,Vickey,Berube,Vickey.Berube@itza.com,,
Holly Lareau,192178704,Holly,Lareau,Holly.Lareau@itza.com,,
Leontine Bosak,672561025,Leontine,Bosak,Leontine.Bosak@itza.com,,
Ta Islas,917611530,Ta,Islas,Ta.Islas@itza.com,,
Juliet Kealoha,829483614,Juliet,Kealoha,Juliet.Kealoha@itza.com,,
Amiee Duhaime,303438750,Amiee,Duhaime,Amiee.Duhaime@itza.com,,
Crystle Heyen,361405604,Crystle,Heyen,Crystle.Heyen@itza.com,Y,7
Danae Schlosser,441043553,Danae,Schlosser,Danae.Schlosser@itza.com,,
Vernita Valletta,697814126,Vernita,Valletta,Vernita.Valletta@itza.com,,
Kasey Schow,142677399,Kasey,Schow,Kasey.Schow@itza.com,Y,2
Maybell Ensley,127106531,Maybell,Ensley,Maybell.Ensley@itza.com,Y,9
Niesha Merry,560031938,Niesha,Merry,Niesha.Merry@itza.com,,
Concepcion Arner,386470331,Concepcion,Arner,Concepcion.Arner@itza.com,,
Chaya Shehan,532807431,Chaya,Shehan,Chaya.Shehan@itza.com,,
Myrna Curry,677908018,Myrna,Curry,Myrna.Curry@itza.com,,
Shantae Vorpahl,399007242,Shantae,Vorpahl,Shantae.Vorpahl@itza.com,,
Grisel Cutchin,810078538,Grisel,Cutchin,Grisel.Cutchin@itza.com,,
Jimmie Meunier,236782633,Jimmie,Meunier,Jimmie.Meunier@itza.com,Y,9
Jake Vien,242940466,Jake,Vien,Jake.Vien@itza.com,Y,10
Ardella Grabill,716899859,Ardella,Grabill,Ardella.Grabill@itza.com,,
Tonie Porco,668319628,Tonie,Porco,Tonie.Porco@itza.com,,
Ivonne Hofer,973405419,Ivonne,Hofer,Ivonne.Hofer@itza.com,,
Thresa Roberds,965475159,Thresa,Roberds,Thresa.Roberds@itza.com,Y,5
Beau Wuest,979681054,Beau,Wuest,Beau.Wuest@itza.com,,
Ranae Fortuna,322242654,Ranae,Fortuna,Ranae.Fortuna@itza.com,,
Sun Engelhard,560830502,Sun,Engelhard,Sun.Engelhard@itza.com,,
Leighann Reason,405613140,Leighann,Reason,Leighann.Reason@itza.com,,
Jo Willert,261304079,Jo,Willert,Jo.Willert@itza.com,Y,3
Claretta Rhode,846919244,Claretta,Rhode,Claretta.Rhode@itza.com,,
Shawna Curlee,229305969,Shawna,Curlee,Shawna.Curlee@itza.com,,
Jesus Gonsalves,317529045,Jesus,Gonsalves,Jesus.Gonsalves@itza.com,,
Delmy Bingman,799692858,Delmy,Bingman,Delmy.Bingman@itza.com,,
Altha Necessary,533921051,Altha,Necessary,Altha.Necessary@itza.com,,
Holley Staley,398827586,Holley,Staley,Holley.Staley@itza.com,,
Fernando Raasch,111341991,Fernando,Raasch,Fernando.Raasch@itza.com,,
Roderick Vitagliano,998302533,Roderick,Vitagliano,Roderick.Vitagliano@itza.com,,
Lael Mok,451371131,Lael,Mok,Lael.Mok@itza.com,Y,6
Gidget Jacquet,223305144,Gidget,Jacquet,Gidget.Jacquet@itza.com,,
Tory Baber,207453860,Tory,Baber,Tory.Baber@itza.com,Y,1
Mariko Blanton,123688315,Mariko,Blanton,Mariko.Blanton@itza.com,,
Violeta Dileo,161223879,Violeta,Dileo,Violeta.Dileo@itza.com,,
Melaine Granville,376622141,Melaine,Granville,Melaine.Granville@itza.com,,
Dolly Cote,848785402,Dolly,Cote,Dolly.Cote@itza.com,,
Leanne Carta,137768961,Leanne,Carta,Leanne.Carta@itza.com,,
Thaddeus Kelleher,700589592,Thaddeus,Kelleher,Thaddeus.Kelleher@itza.com,,
Angelic Lamb,735162059,Angelic,Lamb,Angelic.Lamb@itza.com,Y,2
Shaquita Zehner,369891175,Shaquita,Zehner,Shaquita.Zehner@itza.com,,
Lida Cater,562155503,Lida,Cater,Lida.Cater@itza.com,,
Eleonor Brugman,332366637,Eleonor,Brugman,Eleonor.Brugman@itza.com,Y,1
Shawanna Vince,662708873,Shawanna,Vince,Shawanna.Vince@itza.com,,
Glynda Brignac,602968078,Glynda,Brignac,Glynda.Brignac@itza.com,,
Katrice Amyx,930997633,Katrice,Amyx,Katrice.Amyx@itza.com,,
Jacklyn Houge,380237431,Jacklyn,Houge,Jacklyn.Houge@itza.com,,
Shanna Inks,436082183,Shanna,Inks,Shanna.Inks@itza.com,,
Loreen Arbeiter,905705427,Loreen,Arbeiter,Loreen.Arbeiter@itza.com,,
Lorita Prato,243214908,Lorita,Prato,Lorita.Prato@itza.com,,
Tony Stacks,949733476,Tony,Stacks,Tony.Stacks@itza.com,,
Shanelle Petty,964966087,Shanelle,Petty,Shanelle.Petty@itza.com,,
Shirl Keough,769472352,Shirl,Keough,Shirl.Keough@itza.com,,
Jeraldine Wenner,928539489,Jeraldine,Wenner,Jeraldine.Wenner@itza.com,,
Sonya Man,891269968,Sonya,Man,Sonya.Man@itza.com,,
Carri Deschaine,168371835,Carri,Deschaine,Carri.Deschaine@itza.com,Y,4
Nakia Baldon,572760608,Nakia,Baldon,Nakia.Baldon@itza.com,,
Adelaide Garling,813484277,Adelaide,Garling,Adelaide.Garling@itza.com,,
Kasi Bare,785786576,Kasi,Bare,Kasi.Bare@itza.com,,
Aleida Jasmin,337118855,Aleida,Jasmin,Aleida.Jasmin@itza.com,,
Luella Dority,227197757,Luella,Dority,Luella.Dority@itza.com,,
So Larimore,368394848,So,Larimore,So.Larimore@itza.com,,
Landon Jasik,397119179,Landon,Jasik,Landon.Jasik@itza.com,Y,6
Lester Manis,137533135,Lester,Manis,Lester.Manis@itza.com,Y,4
Rodrick Doris,504986995,Rodrick,Doris,Rodrick.Doris@itza.com,,
Vera Laughridge,397255541,Vera,Laughridge,Vera.Laughridge@itza.com,Y,9
Armanda Mullikin,454254898,Armanda,Mullikin,Armanda.Mullikin@itza.com,,
Minh Kinsley,532417883,Minh,Kinsley,Minh.Kinsley@itza.com,,
Georgette Hoffer,302822218,Georgette,Hoffer,Georgette.Hoffer@itza.com,,
Apryl Loudin,413931518,Apryl,Loudin,Apryl.Loudin@itza.com,,
Leta Perrodin,112341707,Leta,Perrodin,Leta.Perrodin@itza.com,,
Madison Ellenburg,489204738,Madison,Ellenburg,Madison.Ellenburg@itza.com,,
Mittie Castelli,386782287,Mittie,Castelli,Mittie.Castelli@itza.com,,
Deeanna Illingworth,110530079,Deeanna,Illingworth,Deeanna.Illingworth@itza.com,,
Donn Villegas,100481849,Donn,Villegas,Donn.Villegas@itza.com,Y,10
Jeffie Pearsall,278278509,Jeffie,Pearsall,Jeffie.Pearsall@itza.com,,
Lorrine Armstong,579433566,Lorrine,Armstong,Lorrine.Armstong@itza.com,Y,6
Mariam Swartwood,658708128,Mariam,Swartwood,Mariam.Swartwood@itza.com,,
Rosalie Rosenbloom,864240284,Rosalie,Rosenbloom,Rosalie.Rosenbloom@itza.com,,
Kaley Selvage,388715823,Kaley,Selvage,Kaley.Selvage@itza.com,Y,2
Dannette Meuser,241541252,Dannette,Meuser,Dannette.Meuser@itza.com,,
Clarissa Mancilla,673301302,Clarissa,Mancilla,Clarissa.Mancilla@itza.com,,
Madge Sommerville,711617469,Madge,Sommerville,Madge.Sommerville@itza.com,,
Lindsey Gruver,578550942,Lindsey,Gruver,Lindsey.Gruver@itza.com,,
Alida July,299459986,Alida,July,Alida.July@itza.com,,
Marci Watchman,806598204,Marci,Watchman,Marci.Watchman@itza.com,,
Thea Au,287898719,Thea,Au,Thea.Au@itza.com,,
Serina Jenning,957493408,Serina,Jenning,Serina.Jenning@itza.com,,
Ali Rolon,585127417,Ali,Rolon,Ali.Rolon@itza.com,Y,1
Myrle Super,612505623,Myrle,Super,Myrle.Super@itza.com,,
Dusty Vines,148531516,Dusty,Vines,Dusty.Vines@itza.com,,
Crissy Lefort,750328863,Crissy,Lefort,Crissy.Lefort@itza.com,,
Mervin Jalbert,508005550,Mervin,Jalbert,Mervin.Jalbert@itza.com,,
Herman Allender,181602115,Herman,Allender,Herman.Allender@itza.com,,
Sharice Harbin,649151120,Sharice,Harbin,Sharice.Harbin@itza.com,,
Blythe Tutt,404224833,Blythe,Tutt,Blythe.Tutt@itza.com,,
Kandra Kenan,786796418,Kandra,Kenan,Kandra.Kenan@itza.com,,
Vena Wenzl,782079937,Vena,Wenzl,Vena.Wenzl@itza.com,,
Nelle Loveridge,890237528,Nelle,Loveridge,Nelle.Loveridge@itza.com,,
Collen Patti,783768538,Collen,Patti,Collen.Patti@itza.com,Y,2
Franchesca Cuadrado,894525968,Franchesca,Cuadrado,Franchesca.Cuadrado@itza.com,Y,2
Adele Wells,162439443,Adele,Wells,Adele.Wells@itza.com,Y,0
Dia Huston,211936116,Dia,Huston,Dia.Huston@itza.com,,
Ilse Kollman,233996464,Ilse,Kollman,Ilse.Kollman@itza.com,,
Andres Cheatwood,770995593,Andres,Cheatwood,Andres.Cheatwood@itza.com,,
Marva Espey,353058111,Marva,Espey,Marva.Espey@itza.com,,
Nancie Wetmore,969701024,Nancie,Wetmore,Nancie.Wetmore@itza.com,,
Carolann Vandusen,798861224,Carolann,Vandusen,Carolann.Vandusen@itza.com,,
Pamela Chavera,237628835,Pamela,Chavera,Pamela.Chavera@itza.com,,
Alena Ton,259717128,Alena,Ton,Alena.Ton@itza.com,,
Clemencia Cudd,394369759,Clemencia,Cudd,Clemencia.Cudd@itza.com,Y,7
Denese Gales,588501732,Denese,Gales,Denese.Gales@itza.com,,
Talisha Ranum,480094933,Talisha,Ranum,Talisha.Ranum@itza.com,Y,2
Katherine Renaud,822725395,Katherine,Renaud,Katherine.Renaud@itza.com,,
Prudence Riker,604219624,Prudence,Riker,Prudence.Riker@itza.com,,
Kesha Tardugno,386702731,Kesha,Tardugno,Kesha.Tardugno@itza.com,,
Hue Meekins,369654350,Hue,Meekins,Hue.Meekins@itza.com,,
Ludivina Wyant,605155122,Ludivina,Wyant,Ludivina.Wyant@itza.com,,
Tambra Tricarico,113948119,Tambra,Tricarico,Tambra.Tricarico@itza.com,,
Cynthia Toles,991658844,Cynthia,Toles,Cynthia.Toles@itza.com,,
Starr Couchman,950310764,Starr,Couchman,Starr.Couchman@itza.com,,
Clifford Rosch,396357816,Clifford,Rosch,Clifford.Rosch@itza.com,,
Magdalena Youngren,849530488,Magdalena,Youngren,Magdalena.Youngren@itza.com,,
Joie Ducksworth,217398399,Joie,Ducksworth,Joie.Ducksworth@itza.com,,
Duncan Stricker,984061844,Duncan,Stricker,Duncan.Stricker@itza.com,,
Gerda Cornette,526962700,Gerda,Cornette,Gerda.Cornette@itza.com,,
Maribel Kellison,353355099,Maribel,Kellison,Maribel.Kellison@itza.com,,
Imelda Files,658845264,Imelda,Files,Imelda.Files@itza.com,Y,0
Carin Filippone,273570215,Carin,Filippone,Carin.Filippone@itza.com,,
Barbie Blane,618201574,Barbie,Blane,Barbie.Blane@itza.com,Y,0
Marcie Shomo,204822017,Marcie,Shomo,Marcie.Shomo@itza.com,Y,0
Season Overbeck,229632013,Season,Overbeck,Season.Overbeck@itza.com,,
Jamika Dieter,428372137,Jamika,Dieter,Jamika.Dieter@itza.com,Y,9
Gustavo Winnie,512544712,Gustavo,Winnie,Gustavo.Winnie@itza.com,,
Elizabet Mabe,431527184,Elizabet,Mabe,Elizabet.Mabe@itza.com,,
Emogene Ricklefs,640938975,Emogene,Ricklefs,Emogene.Ricklefs@itza.com,,
Mandi Nastasi,803781439,Mandi,Nastasi,Mandi.Nastasi@itza.com,,
Jaymie Stephan,529418273,Jaymie,Stephan,Jaymie.Stephan@itza.com,,
Alejandra Brosnahan,854974768,Alejandra,Brosnahan,Alejandra.Brosnahan@itza.com,,
Makeda Maples,590531783,Makeda,Maples,Makeda.Maples@itza.com,,
Shawnda Kendall,567445527,Shawnda,Kendall,Shawnda.Kendall@itza.com,,
Melita Wheelock,903521547,Melita,Wheelock,Melita.Wheelock@itza.com,Y,1
Terica Drews,192026324,Terica,Drews,Terica.Drews@itza.com,Y,5
Brad Kuhlmann,224092158,Brad,Kuhlmann,Brad.Kuhlmann@itza.com,,
Minerva Determan,335720120,Minerva,Determan,Minerva.Determan@itza.com,,
Ricarda East,278084799,Ricarda,East,Ricarda.East@itza.com,Y,10
Neomi Raygoza,453574241,Neomi,Raygoza,Neomi.Raygoza@itza.com,,
Millicent Arpin,420511601,Millicent,Arpin,Millicent.Arpin@itza.com,,
Dortha Quin,941497317,Dortha,Quin,Dortha.Quin@itza.com,,
Cary Pfeil,155296179,Cary,Pfeil,Cary.Pfeil@itza.com,,
Fannie Pulliam,429189086,Fannie,Pulliam,Fannie.Pulliam@itza.com,Y,9
Deon Copland,923391731,Deon,Copland,Deon.Copland@itza.com,Y,1
Argentina Blaise,430387038,Argentina,Blaise,Argentina.Blaise@itza.com,,
Len Poudrier,551394635,Len,Poudrier,Len.Poudrier@itza.com,,
Cristina Lafontant,327111546,Cristina,Lafontant,Cristina.Lafontant@itza.com,,
Frida Bischoff,658777443,Frida,Bischoff,Frida.Bischoff@itza.com,,
Kimberley Crigler,187912701,Kimberley,Crigler,Kimberley.Crigler@itza.com,,
Shaunna Peet,450862957,Shaunna,Peet,Shaunna.Peet@itza.com,,
Ida Deakins,847214433,Ida,Deakins,Ida.Deakins@itza.com,,
Necole Hempel,376470905,Necole,Hempel,Necole.Hempel@itza.com,,
Rufina Skeens,850984581,Rufina,Skeens,Rufina.Skeens@itza.com,,
Edra Pena,674782195,Edra,Pena,Edra.Pena@itza.com,,
Youlanda Obannon,956306252,Youlanda,Obannon,Youlanda.Obannon@itza.com,,
Margarette Nobles,803517936,Margarette,Nobles,Margarette.Nobles@itza.com,,
Hank Levert,827255333,Hank,Levert,Hank.Levert@itza.com,,
Jon Duren,983365975,Jon,Duren,Jon.Duren@itza.com,,
Karl Guidroz,311708133,Karl,Guidroz,Karl.Guidroz@itza.com,Y,4
Petrina Docherty,636631685,Petrina,Docherty,Petrina.Docherty@itza.com,,
Antony Magallan,347949669,Antony,Magallan,Antony.Magallan@itza.com,,
Karine Boehmer,665741664,Karine,Boehmer,Karine.Boehmer@itza.com,Y,10
Columbus Lamoureux,500405561,Columbus,Lamoureux,Columbus.Lamoureux@itza.com,,
Cameron Peru,286741918,Cameron,Peru,Cameron.Peru@itza.com,,
Malka Eckhardt,567339510,Malka,Eckhardt,Malka.Eckhardt@itza.com,,
See Dehoyos,293362569,See,Dehoyos,See.Dehoyos@itza.com,,
Felice Kreitzer,597021658,Felice,Kreitzer,Felice.Kreitzer@itza.com,Y,5
Gabrielle Blow,578190443,Gabrielle,Blow,Gabrielle.Blow@itza.com,Y,2
Maurita Labelle,314196018,Maurita,Labelle,Maurita.Labelle@itza.com,,
Phung Haapala,995462430,Phung,Haapala,Phung.Haapala@itza.com,Y,8
Joel Avina,360642926,Joel,Avina,Joel.Avina@itza.com,,
Mabel Fossett,311252091,Mabel,Fossett,Mabel.Fossett@itza.com,,
Rosetta Salamanca,840671941,Rosetta,Salamanca,Rosetta.Salamanca@itza.com,,
Chere Gerace,569320646,Chere,Gerace,Chere.Gerace@itza.com,,
Marcelle Lingo,819635515,Marcelle,Lingo,Marcelle.Lingo@itza.com,,
Anneliese Kemper,837414357,Anneliese,Kemper,Anneliese.Kemper@itza.com,Y,9
Juanita Neuendorf,292627640,Juanita,Neuendorf,Juanita.Neuendorf@itza.com,,
Raymon Payeur,344956723,Raymon,Payeur,Raymon.Payeur@itza.com,Y,7
Ossie Grant,632316566,Ossie,Grant,Ossie.Grant@itza.com,,
Barry Daniell,448970912,Barry,Daniell,Barry.Daniell@itza.com,Y,0
Florencia Simmerman,865731705,Florencia,Simmerman,Florencia.Simmerman@itza.com,,
Tenesha Haff,298689900,Tenesha,Haff,Tenesha.Haff@itza.com,,
Erline Trembath,253628160,Erline,Trembath,Erline.Trembath@itza.com,,
Sharilyn Smyre,630096098,Sharilyn,Smyre,Sharilyn.Smyre@itza.com,,
Brande Proper,487387456,Brande,Proper,Brande.Proper@itza.com,,
Bulah Auten,692947941,Bulah,Auten,Bulah.Auten@itza.com,Y,5
Bernita Strawder,853644395,Bernita,Strawder,Bernita.Strawder@itza.com,,
Silvia Boan,414330079,Silvia,Boan,Silvia.Boan@itza.com,Y,2
Lan Solt,392475313,Lan,Solt,Lan.Solt@itza.com,Y,8
Prince Deerman,919350807,Prince,Deerman,Prince.Deerman@itza.com,,
Tiara Raabe,293070835,Tiara,Raabe,Tiara.Raabe@itza.com,,
Slyvia Astle,317008885,Slyvia,Astle,Slyvia.Astle@itza.com,,
Caprice Herdt,160473392,Caprice,Herdt,Caprice.Herdt@itza.com,,
Cletus Arocha,389358605,Cletus,Arocha,Cletus.Arocha@itza.com,Y,10
Graig London,462366016,Graig,London,Graig.London@itza.com,,
Angelica Swaby,509596431,Angelica,Swaby,Angelica.Swaby@itza.com,,
Niki Hee,158052618,Niki,Hee,Niki.Hee@itza.com,,
Elenor Seguin,430932129,Elenor,Seguin,Elenor.Seguin@itza.com,,
Stefan Ofarrell,398819246,Stefan,Ofarrell,Stefan.Ofarrell@itza.com,,
Kenton Rufus,188814688,Kenton,Rufus,Kenton.Rufus@itza.com,,
Corie Heslop,426460519,Corie,Heslop,Corie.Heslop@itza.com,,
Stephanie Glance,464362144,Stephanie,Glance,Stephanie.Glance@itza.com,,
Corey Devlin,939566799,Corey,Devlin,Corey.Devlin@itza.com,Y,10
Manual Grindle,689192730,Manual,Grindle,Manual.Grindle@itza.com,,
Cassey Crossno,793252111,Cassey,Crossno,Cassey.Crossno@itza.com,,
Jeni Angstadt,265641296,Jeni,Angstadt,Jeni.Angstadt@itza.com,,
Pearline Lunceford,538842965,Pearline,Lunceford,Pearline.Lunceford@itza.com,,
Domitila Foose,610455206,Domitila,Foose,Domitila.Foose@itza.com,,
Lue Mcgraw,406628566,Lue,Mcgraw,Lue.Mcgraw@itza.com,,
Coreen Commons,499313602,Coreen,Commons,Coreen.Commons@itza.com,,
Latina Voth,805942691,Latina,Voth,Latina.Voth@itza.com,,
Carmelita Vail,763544758,Carmelita,Vail,Carmelita.Vail@itza.com,,
Andrew Kimberly,168576934,Andrew,Kimberly,Andrew.Kimberly@itza.com,,
Mina Eargle,367398667,Mina,Eargle,Mina.Eargle@itza.com,,
Jolie Pulsifer,478967876,Jolie,Pulsifer,Jolie.Pulsifer@itza.com,,
Latrice Cline,878389930,Latrice,Cline,Latrice.Cline@itza.com,,
Maple Gingrich,340749177,Maple,Gingrich,Maple.Gingrich@itza.com,,
